order_id,customer_id,product_name,category,quantity,unit_price,total_amount,discount_rate,final_amount,order_date,region,sales_rep,is_priority,status
ORD-000384,CUST-0364,"Laptop Pro 15""",Computers,3,1754.69,5264.07,0.08,4842.94,2024-08-23,North America,Frank Miller,0,processing
ORD-000385,CUST-0376,Gaming Mouse,Audio,6,622.0,3732.0,0.075,3452.1,2024-02-21,North America,Ivy Wang,1,delivered
ORD-000386,CUST-0395,Keyboard Mechanical,Electronics,7,937.16,6560.12,0.049,6238.67,2024-06-23,Latin America,Bob Smith,0,processing
ORD-000387,CUST-0138,Webcam HD,Electronics,8,1770.45,14163.6,0.079,13044.68,2024-08-15,Middle East,Alice Johnson,0,shipped
ORD-000388,CUST-0312,Hard Drive 1TB,Electronics,6,1450.31,8701.86,0.094,7883.89,2024-01-09,North America,Alice Johnson,0,shipped
ORD-000389,CUST-0485,SSD 500GB,Accessories,2,185.81,371.62,0.066,347.09,2024-03-26,North America,Grace Chen,0,shipped
ORD-000390,CUST-0492,Gaming Mouse,Gaming,3,113.28,339.84,0.16,285.47,2024-08-30,Middle East,Henry Taylor,0,cancelled
ORD-000391,CUST-0198,Monitor 4K,Electronics,4,119.13,476.52,0.158,401.23,2024-03-24,Europe,Henry Taylor,0,delivered
ORD-000392,CUST-0448,Processor Intel,Audio,2,873.87,1747.74,0.176,1440.14,2024-05-26,Latin America,Henry Taylor,0,processing
ORD-000393,CUST-0246,Hard Drive 1TB,Electronics,10,1315.61,13156.1,0.053,12458.83,2024-08-07,Latin America,Frank Miller,0,shipped
ORD-000394,CUST-0482,Graphics Card,Accessories,2,1840.29,3680.58,0.049,3500.23,2024-05-16,Asia Pacific,Carol Davis,1,cancelled
ORD-000395,CUST-0478,Tablet Ultra,Electronics,10,1946.68,19466.8,0.064,18220.92,2024-02-02,Middle East,Jack Anderson,1,cancelled
ORD-000396,CUST-0265,Monitor 4K,Gaming,9,1951.8,17566.2,0.047,16740.59,2024-06-06,Middle East,Henry Taylor,0,processing
ORD-000397,CUST-0281,"Laptop Pro 15""",Gaming,3,984.23,2952.69,0.15,2509.79,2024-06-05,Asia Pacific,Henry Taylor,0,delivered
ORD-000398,CUST-0413,Speaker Bluetooth,Audio,3,1794.79,5384.37,0.09,4899.78,2024-05-04,Europe,Eve Brown,0,cancelled
ORD-000399,CUST-0045,Gaming Mouse,Computers,9,1777.21,15994.89,0.157,13483.69,2024-12-15,Asia Pacific,Henry Taylor,0,pending
ORD-000400,CUST-0371,Keyboard Mechanical,Gaming,10,1901.54,19015.4,0.198,15250.35,2024-08-03,North America,Frank Miller,1,shipped
ORD-000401,CUST-0216,Keyboard Mechanical,Accessories,6,1424.16,8544.96,0.067,7972.45,2024-03-08,Latin America,Alice Johnson,1,shipped
ORD-000402,CUST-0388,Graphics Card,Accessories,1,94.77,94.77,0.07,88.14,2024-04-06,Europe,Carol Davis,1,processing
ORD-000403,CUST-0054,"Laptop Pro 15""",Electronics,7,814.04,5698.28,0.088,5196.83,2024-12-02,North America,Carol Davis,1,pending
ORD-000404,CUST-0037,Keyboard Mechanical,Gaming,4,1012.0,4048.0,0.128,3529.86,2024-04-14,North America,Carol Davis,1,cancelled
ORD-000405,CUST-0234,Tablet Ultra,Computers,2,1509.29,3018.58,0.157,2544.66,2024-12-25,Middle East,Bob Smith,0,cancelled
ORD-000406,CUST-0362,Speaker Bluetooth,Accessories,8,1815.02,14520.16,0.029,14099.08,2024-10-05,North America,Carol Davis,1,shipped
ORD-000407,CUST-0040,Monitor 4K,Accessories,9,190.3,1712.7,0.183,1399.28,2024-11-18,Latin America,Frank Miller,0,processing
ORD-000408,CUST-0087,Webcam HD,Accessories,7,1251.99,8763.93,0.102,7870.01,2024-04-01,North America,Eve Brown,1,cancelled
ORD-000409,CUST-0005,SSD 500GB,Electronics,6,1666.13,9996.78,0.187,8127.38,2024-01-15,Asia Pacific,Carol Davis,0,delivered
ORD-000410,CUST-0125,Processor Intel,Accessories,2,486.63,973.26,0.178,800.02,2024-06-20,North America,Alice Johnson,0,delivered
ORD-000411,CUST-0277,Graphics Card,Electronics,10,255.87,2558.7,0.136,2210.72,2024-01-18,North America,Frank Miller,1,cancelled
ORD-000412,CUST-0396,Wireless Headphones,Electronics,3,296.17,888.51,0.009,880.51,2024-08-17,Asia Pacific,Ivy Wang,1,processing
ORD-000413,CUST-0450,Webcam HD,Accessories,7,1777.49,12442.43,0.19,10078.37,2024-10-28,Middle East,Ivy Wang,0,processing
ORD-000414,CUST-0085,SSD 500GB,Gaming,6,1633.88,9803.28,0.047,9342.53,2024-01-09,Middle East,David Wilson,0,cancelled
ORD-000415,CUST-0498,Smartphone X,Computers,9,1724.34,15519.06,0.153,13144.64,2024-11-24,Asia Pacific,Frank Miller,1,pending
ORD-000416,CUST-0267,Hard Drive 1TB,Computers,4,101.99,407.96,0.114,361.45,2024-03-16,North America,Carol Davis,1,processing
ORD-000417,CUST-0260,Tablet Ultra,Accessories,4,1238.78,4955.12,0.046,4727.18,2024-07-13,Latin America,Bob Smith,0,delivered
ORD-000418,CUST-0394,Tablet Ultra,Electronics,9,1906.6,17159.4,0.116,15168.91,2024-04-12,Middle East,Alice Johnson,0,delivered
ORD-000419,CUST-0259,Hard Drive 1TB,Gaming,7,528.8,3701.6,0.115,3275.92,2024-03-31,Asia Pacific,Ivy Wang,0,delivered
ORD-000420,CUST-0070,Webcam HD,Audio,7,1587.18,11110.26,0.048,10576.97,2024-10-01,North America,Eve Brown,0,delivered
ORD-000421,CUST-0380,Wireless Headphones,Gaming,6,1255.61,7533.66,0.155,6365.94,2024-11-05,North America,Ivy Wang,0,shipped
ORD-000422,CUST-0339,Router WiFi,Gaming,10,30.02,300.2,0.158,252.77,2024-11-09,Middle East,Bob Smith,1,processing
ORD-000423,CUST-0324,Graphics Card,Audio,1,1587.45,1587.45,0.092,1441.4,2024-08-27,Europe,Jack Anderson,0,delivered
ORD-000424,CUST-0081,Smart Watch,Audio,2,1290.45,2580.9,0.002,2575.74,2024-09-01,North America,Frank Miller,1,processing
ORD-000425,CUST-0056,Tablet Ultra,Electronics,3,1497.41,4492.23,0.018,4411.37,2024-07-24,Asia Pacific,Henry Taylor,1,pending
ORD-000426,CUST-0407,Keyboard Mechanical,Gaming,3,890.4,2671.2,0.121,2347.98,2024-08-31,Asia Pacific,Frank Miller,1,processing
ORD-000427,CUST-0126,Gaming Mouse,Electronics,5,35.4,177.0,0.108,157.88,2024-10-20,Europe,Alice Johnson,1,processing
ORD-000428,CUST-0300,Wireless Headphones,Gaming,5,966.12,4830.6,0.125,4226.78,2024-03-17,Europe,David Wilson,1,delivered
ORD-000429,CUST-0133,Monitor 4K,Computers,9,780.45,7024.05,0.062,6588.56,2024-11-11,North America,Bob Smith,0,cancelled
ORD-000430,CUST-0452,"Laptop Pro 15""",Gaming,5,544.81,2724.05,0.096,2462.54,2024-12-31,Latin America,Eve Brown,0,processing
ORD-000431,CUST-0417,Wireless Headphones,Electronics,5,1402.9,7014.5,0.111,6235.89,2024-08-05,Latin America,Frank Miller,1,shipped
ORD-000432,CUST-0343,"Laptop Pro 15""",Accessories,10,1972.34,19723.4,0.028,19171.14,2024-04-04,Asia Pacific,Grace Chen,1,processing
ORD-000433,CUST-0074,Webcam HD,Accessories,5,1108.67,5543.35,0.187,4506.74,2024-05-14,Asia Pacific,Jack Anderson,0,shipped
ORD-000434,CUST-0236,Processor Intel,Accessories,2,1970.61,3941.22,0.093,3574.69,2024-08-18,Asia Pacific,Bob Smith,1,cancelled
ORD-000435,CUST-0161,Processor Intel,Electronics,10,171.11,1711.1,0.006,1700.83,2024-12-07,Europe,David Wilson,0,delivered
ORD-000436,CUST-0274,Router WiFi,Computers,5,600.31,3001.55,0.066,2803.45,2024-09-13,Latin America,Ivy Wang,1,pending
ORD-000437,CUST-0474,Keyboard Mechanical,Audio,4,1767.0,7068.0,0.005,7032.66,2024-07-14,North America,Bob Smith,1,shipped
ORD-000438,CUST-0165,Router WiFi,Computers,7,158.33,1108.31,0.17,919.9,2024-12-03,North America,Grace Chen,1,shipped
ORD-000439,CUST-0124,Speaker Bluetooth,Electronics,8,858.5,6868.0,0.008,6813.06,2024-12-01,Europe,Bob Smith,0,processing
ORD-000440,CUST-0307,Smartphone X,Gaming,3,1934.21,5802.63,0.145,4961.25,2024-05-27,Latin America,Alice Johnson,1,pending
ORD-000441,CUST-0427,Smartphone X,Gaming,4,1679.3,6717.2,0.135,5810.38,2024-02-26,North America,Henry Taylor,1,shipped
ORD-000442,CUST-0087,Speaker Bluetooth,Computers,10,1811.41,18114.1,0.059,17045.37,2024-08-27,Latin America,Bob Smith,1,processing
ORD-000443,CUST-0492,Speaker Bluetooth,Audio,8,592.19,4737.52,0.158,3988.99,2024-06-13,Middle East,David Wilson,1,pending
ORD-000444,CUST-0038,Tablet Ultra,Audio,7,517.66,3623.62,0.198,2906.14,2024-03-26,Latin America,Ivy Wang,0,delivered
ORD-000445,CUST-0235,Keyboard Mechanical,Gaming,4,1073.25,4293.0,0.112,3812.18,2024-05-18,North America,Bob Smith,0,pending
ORD-000446,CUST-0371,Speaker Bluetooth,Gaming,3,701.09,2103.27,0.055,1987.59,2024-08-14,Latin America,Frank Miller,0,cancelled
ORD-000447,CUST-0321,Processor Intel,Gaming,7,209.98,1469.86,0.006,1461.04,2024-03-21,Middle East,Jack Anderson,1,processing
ORD-000448,CUST-0395,Hard Drive 1TB,Gaming,7,1939.22,13574.54,0.084,12434.28,2024-03-17,Asia Pacific,Eve Brown,1,cancelled
ORD-000449,CUST-0178,Wireless Headphones,Gaming,1,924.44,924.44,0.12,813.51,2024-07-18,Latin America,Henry Taylor,0,shipped
ORD-000450,CUST-0477,Smartphone X,Electronics,7,397.25,2780.75,0.11,2474.87,2024-01-12,Latin America,Jack Anderson,0,processing
ORD-000451,CUST-0216,Monitor 4K,Accessories,10,273.23,2732.3,0.043,2614.81,2024-03-31,Europe,Eve Brown,0,pending
ORD-000452,CUST-0141,Monitor 4K,Audio,4,741.62,2966.48,0.184,2420.65,2024-01-03,North America,Eve Brown,0,pending
ORD-000453,CUST-0140,Keyboard Mechanical,Electronics,9,1188.12,10693.08,0.161,8971.49,2024-05-28,Asia Pacific,Ivy Wang,0,delivered
ORD-000454,CUST-0107,SSD 500GB,Accessories,4,1133.06,4532.24,0.037,4364.55,2024-11-28,Europe,Henry Taylor,0,shipped
ORD-000455,CUST-0475,Keyboard Mechanical,Audio,1,1033.56,1033.56,0.179,848.55,2024-10-13,Europe,Bob Smith,0,processing
ORD-000456,CUST-0499,Monitor 4K,Accessories,4,1863.21,7452.84,0.077,6878.97,2024-03-26,North America,Jack Anderson,1,processing
ORD-000457,CUST-0130,Keyboard Mechanical,Electronics,6,371.06,2226.36,0.193,1796.67,2024-06-20,Europe,David Wilson,1,processing
ORD-000458,CUST-0188,Processor Intel,Audio,2,908.82,1817.64,0.072,1686.77,2024-12-31,Latin America,Eve Brown,1,shipped
ORD-000459,CUST-0374,Wireless Headphones,Gaming,6,443.08,2658.48,0.03,2578.73,2024-01-19,North America,Ivy Wang,1,delivered
ORD-000460,CUST-0275,Hard Drive 1TB,Computers,10,57.54,575.4,0.093,521.89,2024-08-25,Latin America,Bob Smith,0,cancelled
ORD-000461,CUST-0206,Speaker Bluetooth,Audio,4,840.38,3361.52,0.188,2729.55,2024-01-26,North America,Jack Anderson,0,pending
ORD-000462,CUST-0482,Gaming Mouse,Accessories,5,1305.81,6529.05,0.084,5980.61,2024-03-18,Asia Pacific,Bob Smith,1,cancelled
ORD-000463,CUST-0191,Speaker Bluetooth,Computers,4,1974.33,7897.32,0.141,6783.8,2024-07-18,Europe,David Wilson,0,processing
ORD-000464,CUST-0369,Smartphone X,Audio,8,1342.02,10736.16,0.183,8771.44,2024-10-27,Asia Pacific,Henry Taylor,1,delivered
ORD-000465,CUST-0236,Router WiFi,Electronics,9,1890.65,17015.85,0.007,16896.74,2024-11-24,Latin America,Bob Smith,0,delivered
ORD-000466,CUST-0074,Wireless Headphones,Accessories,1,824.63,824.63,0.043,789.17,2024-03-30,Latin America,Bob Smith,1,pending
ORD-000467,CUST-0473,Tablet Ultra,Audio,2,840.01,1680.02,0.139,1446.5,2024-11-01,North America,Grace Chen,1,shipped
ORD-000468,CUST-0194,Graphics Card,Computers,4,327.31,1309.24,0.191,1059.18,2024-08-11,Europe,Alice Johnson,1,cancelled
ORD-000469,CUST-0224,Speaker Bluetooth,Audio,2,1391.39,2782.78,0.001,2780.0,2024-11-14,Europe,Ivy Wang,0,delivered
ORD-000470,CUST-0317,Keyboard Mechanical,Electronics,2,303.96,607.92,0.027,591.51,2024-02-21,Europe,Alice Johnson,0,cancelled
ORD-000471,CUST-0413,Smart Watch,Audio,7,1266.47,8865.29,0.053,8395.43,2024-02-28,North America,Henry Taylor,1,delivered
ORD-000472,CUST-0250,Tablet Ultra,Computers,5,1885.01,9425.05,0.141,8096.12,2024-02-11,Asia Pacific,Ivy Wang,0,cancelled
ORD-000473,CUST-0035,Router WiFi,Accessories,2,198.69,397.38,0.119,350.09,2024-07-28,Middle East,Grace Chen,1,cancelled
ORD-000474,CUST-0286,"Laptop Pro 15""",Gaming,4,299.31,1197.24,0.158,1008.08,2024-03-08,Asia Pacific,Bob Smith,0,shipped
ORD-000475,CUST-0077,Router WiFi,Electronics,2,1918.74,3837.48,0.081,3526.64,2024-08-29,North America,Ivy Wang,0,delivered
ORD-000476,CUST-0367,Smartphone X,Electronics,1,1418.16,1418.16,0.075,1311.8,2024-08-30,Asia Pacific,Jack Anderson,1,shipped
ORD-000477,CUST-0408,Hard Drive 1TB,Audio,4,1607.3,6429.2,0.13,5593.4,2024-04-27,Latin America,Frank Miller,0,shipped
ORD-000478,CUST-0057,Tablet Ultra,Audio,2,525.09,1050.18,0.087,958.81,2024-11-12,North America,Bob Smith,1,delivered
ORD-000479,CUST-0069,Webcam HD,Accessories,10,1442.98,14429.8,0.152,12236.47,2024-05-22,Middle East,Bob Smith,0,shipped
ORD-000480,CUST-0228,Tablet Ultra,Computers,4,1216.38,4865.52,0.036,4690.36,2024-04-23,Latin America,Frank Miller,0,pending
ORD-000481,CUST-0454,Webcam HD,Computers,2,410.58,821.16,0.196,660.21,2024-12-05,Asia Pacific,David Wilson,0,pending
ORD-000482,CUST-0226,Hard Drive 1TB,Gaming,10,1278.33,12783.3,0.185,10418.39,2024-10-19,Europe,Bob Smith,1,processing
ORD-000483,CUST-0125,Keyboard Mechanical,Gaming,3,1007.86,3023.58,0.006,3005.44,2024-11-08,North America,Grace Chen,0,cancelled
ORD-000484,CUST-0182,SSD 500GB,Electronics,3,619.72,1859.16,0.159,1563.55,2024-09-01,Middle East,Carol Davis,0,pending
ORD-000485,CUST-0197,Smart Watch,Gaming,5,807.6,4038.0,0.002,4029.92,2024-09-19,Latin America,Ivy Wang,0,pending
ORD-000486,CUST-0061,Router WiFi,Computers,1,561.32,561.32,0.112,498.45,2024-04-07,Europe,Jack Anderson,1,shipped
ORD-000487,CUST-0386,Gaming Mouse,Gaming,10,647.12,6471.2,0.047,6167.05,2024-01-16,Latin America,Alice Johnson,0,delivered
ORD-000488,CUST-0194,Graphics Card,Gaming,8,1338.3,10706.4,0.075,9903.42,2024-07-28,Latin America,Ivy Wang,1,shipped
ORD-000489,CUST-0376,Processor Intel,Gaming,3,1874.44,5623.32,0.017,5527.72,2024-12-02,Middle East,Jack Anderson,0,pending
ORD-000490,CUST-0115,Graphics Card,Accessories,5,1547.08,7735.4,0.122,6791.68,2024-01-11,Middle East,David Wilson,0,cancelled
ORD-000491,CUST-0246,SSD 500GB,Gaming,7,271.77,1902.39,0.083,1744.49,2024-08-27,North America,Eve Brown,1,processing
ORD-000492,CUST-0362,Webcam HD,Gaming,3,1099.53,3298.59,0.094,2988.52,2024-05-26,Europe,Bob Smith,0,pending
ORD-000493,CUST-0374,Router WiFi,Accessories,7,1701.28,11908.96,0.196,9574.8,2024-06-23,Europe,Bob Smith,1,shipped
ORD-000494,CUST-0201,Smartphone X,Electronics,8,1785.31,14282.48,0.086,13054.19,2024-09-28,Middle East,Jack Anderson,0,delivered
ORD-000495,CUST-0295,Webcam HD,Electronics,1,671.22,671.22,0.187,545.7,2024-11-08,Middle East,Carol Davis,0,shipped
ORD-000496,CUST-0269,Tablet Ultra,Computers,3,1558.8,4676.4,0.176,3853.35,2024-12-08,Middle East,Grace Chen,1,shipped
ORD-000497,CUST-0060,Wireless Headphones,Electronics,4,461.27,1845.08,0.035,1780.5,2024-06-15,Latin America,Bob Smith,1,processing
ORD-000498,CUST-0146,Monitor 4K,Accessories,3,1193.61,3580.83,0.166,2986.41,2024-11-11,North America,Carol Davis,0,pending
ORD-000499,CUST-0300,Smart Watch,Electronics,7,864.38,6050.66,0.034,5844.94,2024-12-28,Europe,Alice Johnson,1,shipped
ORD-000500,CUST-0305,Graphics Card,Electronics,10,1526.91,15269.1,0.092,13864.34,2024-02-23,North America,Grace Chen,1,delivered
ORD-000501,CUST-0439,Graphics Card,Accessories,4,294.28,1177.12,0.187,957.0,2024-02-03,Europe,Jack Anderson,0,pending
ORD-000502,CUST-0287,Processor Intel,Accessories,5,753.37,3766.85,0.193,3039.85,2024-04-12,Middle East,Ivy Wang,0,pending
ORD-000503,CUST-0463,SSD 500GB,Electronics,1,1175.3,1175.3,0.113,1042.49,2024-05-31,Europe,Ivy Wang,0,pending
ORD-000504,CUST-0029,Smartphone X,Accessories,2,1346.95,2693.9,0.104,2413.73,2024-03-31,Latin America,Ivy Wang,1,shipped
ORD-000505,CUST-0142,Tablet Ultra,Audio,6,1714.58,10287.48,0.114,9114.71,2024-06-19,Europe,Carol Davis,1,shipped
ORD-000506,CUST-0490,Keyboard Mechanical,Gaming,2,105.75,211.5,0.02,207.27,2024-04-15,North America,Ivy Wang,0,pending
ORD-000507,CUST-0452,Speaker Bluetooth,Audio,9,1843.86,16594.74,0.166,13840.01,2024-11-26,North America,Bob Smith,0,shipped
ORD-000508,CUST-0262,SSD 500GB,Gaming,9,1955.96,17603.64,0.078,16230.56,2024-02-27,Europe,Henry Taylor,0,delivered
ORD-000509,CUST-0327,Hard Drive 1TB,Computers,1,774.4,774.4,0.105,693.09,2024-09-13,North America,Carol Davis,0,pending
ORD-000510,CUST-0349,Processor Intel,Electronics,6,1989.15,11934.9,0.089,10872.69,2024-12-13,Europe,Jack Anderson,1,cancelled
ORD-000511,CUST-0097,SSD 500GB,Gaming,7,996.37,6974.59,0.079,6423.6,2024-10-26,Middle East,Grace Chen,1,delivered
ORD-000512,CUST-0236,Webcam HD,Computers,4,1018.47,4073.88,0.016,4008.7,2024-04-11,Asia Pacific,Henry Taylor,0,delivered
ORD-000513,CUST-0474,Processor Intel,Gaming,7,1898.34,13288.38,0.056,12544.23,2024-09-12,Asia Pacific,Bob Smith,1,processing
ORD-000514,CUST-0225,Webcam HD,Electronics,6,470.19,2821.14,0.115,2496.71,2024-05-16,Middle East,Eve Brown,1,delivered
ORD-000515,CUST-0143,Graphics Card,Computers,3,1508.12,4524.36,0.053,4284.57,2024-08-05,Asia Pacific,Grace Chen,1,cancelled
ORD-000516,CUST-0220,Keyboard Mechanical,Computers,4,862.57,3450.28,0.169,2867.18,2024-10-02,North America,Jack Anderson,0,cancelled
ORD-000517,CUST-0447,Smartphone X,Electronics,8,483.04,3864.32,0.124,3385.14,2024-07-11,Middle East,Ivy Wang,1,delivered
ORD-000518,CUST-0356,Webcam HD,Accessories,5,167.02,835.1,0.02,818.4,2024-10-06,Middle East,Bob Smith,0,delivered
ORD-000519,CUST-0405,"Laptop Pro 15""",Accessories,1,379.82,379.82,0.104,340.32,2024-11-10,Asia Pacific,Ivy Wang,1,shipped
ORD-000520,CUST-0439,Graphics Card,Accessories,7,1866.01,13062.07,0.092,11860.36,2024-06-11,Middle East,Henry Taylor,1,processing
ORD-000521,CUST-0332,Graphics Card,Accessories,1,1260.61,1260.61,0.004,1255.57,2024-02-27,Latin America,Bob Smith,1,delivered
ORD-000522,CUST-0014,Hard Drive 1TB,Computers,3,352.57,1057.71,0.181,866.26,2024-10-20,Asia Pacific,Carol Davis,1,delivered
ORD-000523,CUST-0160,"Laptop Pro 15""",Computers,10,717.15,7171.5,0.108,6396.98,2024-04-06,Asia Pacific,Frank Miller,1,delivered
ORD-000524,CUST-0376,Tablet Ultra,Electronics,5,663.99,3319.95,0.168,2762.2,2024-07-16,Europe,Alice Johnson,0,delivered
ORD-000525,CUST-0029,Hard Drive 1TB,Audio,5,659.98,3299.9,0.152,2798.32,2024-06-01,Asia Pacific,Grace Chen,0,delivered
ORD-000526,CUST-0244,Router WiFi,Audio,3,48.63,145.89,0.02,142.97,2024-04-25,Middle East,Grace Chen,1,shipped
ORD-000527,CUST-0374,Graphics Card,Accessories,3,1863.26,5589.78,0.176,4605.98,2024-08-14,Latin America,Frank Miller,0,delivered
ORD-000528,CUST-0067,Processor Intel,Audio,2,405.62,811.24,0.053,768.24,2024-08-18,Latin America,Alice Johnson,0,delivered
ORD-000529,CUST-0104,Monitor 4K,Audio,6,901.4,5408.4,0.07,5029.81,2024-07-03,North America,Grace Chen,1,delivered
ORD-000530,CUST-0269,Keyboard Mechanical,Accessories,7,928.58,6500.06,0.05,6175.06,2024-08-16,Latin America,Ivy Wang,0,cancelled
ORD-000531,CUST-0190,Monitor 4K,Electronics,5,1412.25,7061.25,0.19,5719.61,2024-03-19,Middle East,Carol Davis,0,cancelled
ORD-000532,CUST-0346,Processor Intel,Computers,7,790.34,5532.38,0.077,5106.39,2024-05-24,Asia Pacific,Grace Chen,0,shipped
ORD-000533,CUST-0266,Speaker Bluetooth,Computers,6,1776.33,10657.98,0.011,10540.74,2024-05-16,Latin America,Carol Davis,1,delivered
ORD-000534,CUST-0416,Processor Intel,Computers,6,1844.1,11064.6,0.083,10146.24,2024-06-13,Europe,Jack Anderson,0,shipped
ORD-000535,CUST-0384,Smart Watch,Computers,8,1205.52,9644.16,0.087,8805.12,2024-09-01,North America,Ivy Wang,0,delivered
ORD-000536,CUST-0267,Smart Watch,Accessories,3,140.67,422.01,0.083,386.98,2024-03-28,Latin America,David Wilson,1,processing
ORD-000537,CUST-0390,Hard Drive 1TB,Accessories,3,1634.29,4902.87,0.017,4819.52,2024-07-13,Middle East,Jack Anderson,1,shipped
ORD-000538,CUST-0094,Wireless Headphones,Accessories,9,800.42,7203.78,0.17,5979.14,2024-05-17,Europe,Grace Chen,1,delivered
ORD-000539,CUST-0485,Wireless Headphones,Computers,3,861.38,2584.14,0.06,2429.09,2024-06-26,Middle East,David Wilson,0,processing
ORD-000540,CUST-0490,Tablet Ultra,Computers,8,439.76,3518.08,0.186,2863.72,2024-01-03,Europe,Carol Davis,1,delivered
ORD-000541,CUST-0202,Processor Intel,Accessories,8,1115.71,8925.68,0.069,8309.81,2024-01-03,Asia Pacific,Grace Chen,0,cancelled
ORD-000542,CUST-0185,Hard Drive 1TB,Audio,5,1416.61,7083.05,0.106,6332.25,2024-06-27,Middle East,Ivy Wang,1,processing
ORD-000543,CUST-0023,Gaming Mouse,Computers,5,1401.65,7008.25,0.04,6727.92,2024-07-30,North America,David Wilson,0,pending
ORD-000544,CUST-0487,Graphics Card,Electronics,10,1420.54,14205.4,0.098,12813.27,2024-12-31,Europe,Grace Chen,1,shipped
ORD-000545,CUST-0459,Smart Watch,Electronics,2,1438.19,2876.38,0.055,2718.18,2024-02-06,Latin America,Eve Brown,0,delivered
ORD-000546,CUST-0273,Smart Watch,Accessories,9,1210.11,10890.99,0.116,9627.64,2024-04-29,Latin America,Jack Anderson,0,pending
ORD-000547,CUST-0446,Smart Watch,Electronics,1,81.28,81.28,0.123,71.28,2024-03-30,North America,Bob Smith,1,pending
ORD-000548,CUST-0299,Hard Drive 1TB,Accessories,5,429.66,2148.3,0.041,2060.22,2024-01-09,Middle East,Carol Davis,1,cancelled
ORD-000549,CUST-0027,Monitor 4K,Audio,4,1704.05,6816.2,0.177,5609.73,2024-05-09,Middle East,Carol Davis,1,cancelled
ORD-000550,CUST-0062,Keyboard Mechanical,Accessories,6,662.37,3974.22,0.154,3362.19,2024-10-20,Latin America,David Wilson,0,shipped
ORD-000551,CUST-0130,Webcam HD,Gaming,9,259.79,2338.11,0.062,2193.15,2024-04-03,North America,David Wilson,1,delivered
ORD-000552,CUST-0143,Router WiFi,Gaming,5,705.64,3528.2,0.027,3432.94,2024-02-15,Latin America,Carol Davis,0,cancelled
ORD-000553,CUST-0053,Graphics Card,Audio,7,870.38,6092.66,0.062,5714.92,2024-01-13,Europe,Frank Miller,1,processing
ORD-000554,CUST-0384,Smartphone X,Audio,3,1920.13,5760.39,0.067,5374.44,2024-11-24,Asia Pacific,Alice Johnson,0,processing
ORD-000555,CUST-0139,Hard Drive 1TB,Computers,2,1951.43,3902.86,0.017,3836.51,2024-03-28,Latin America,Bob Smith,1,cancelled
ORD-000556,CUST-0417,Webcam HD,Audio,7,1268.82,8881.74,0.153,7522.83,2024-03-17,Latin America,Carol Davis,1,delivered
ORD-000557,CUST-0500,Gaming Mouse,Audio,2,1276.57,2553.14,0.023,2494.42,2024-02-05,Middle East,Jack Anderson,0,cancelled
ORD-000558,CUST-0082,Webcam HD,Audio,4,970.41,3881.64,0.103,3481.83,2024-07-17,Europe,Ivy Wang,0,pending
ORD-000559,CUST-0188,Smartphone X,Audio,5,188.14,940.7,0.144,805.24,2024-07-08,North America,Frank Miller,0,processing
ORD-000560,CUST-0058,Webcam HD,Computers,7,59.47,416.29,0.08,382.99,2024-10-29,Middle East,Grace Chen,0,delivered
ORD-000561,CUST-0119,Wireless Headphones,Audio,4,258.13,1032.52,0.026,1005.67,2024-12-22,North America,Frank Miller,1,shipped
ORD-000562,CUST-0154,Graphics Card,Gaming,8,234.26,1874.08,0.062,1757.89,2024-05-06,Latin America,Ivy Wang,1,cancelled
ORD-000563,CUST-0208,Webcam HD,Audio,6,486.27,2917.62,0.176,2404.12,2024-01-04,Middle East,Frank Miller,1,delivered
ORD-000564,CUST-0394,Hard Drive 1TB,Computers,2,1831.63,3663.26,0.147,3124.76,2024-11-04,Latin America,Jack Anderson,0,cancelled
ORD-000565,CUST-0243,Keyboard Mechanical,Audio,2,57.15,114.3,0.026,111.33,2024-11-03,North America,Grace Chen,1,delivered
ORD-000566,CUST-0218,Speaker Bluetooth,Computers,6,1812.05,10872.3,0.089,9904.67,2024-04-19,Asia Pacific,Henry Taylor,0,shipped
ORD-000567,CUST-0321,Wireless Headphones,Computers,1,85.76,85.76,0.052,81.3,2024-07-14,North America,Henry Taylor,1,shipped
ORD-000568,CUST-0102,Smart Watch,Accessories,7,1106.78,7747.46,0.044,7406.57,2024-05-31,Asia Pacific,Henry Taylor,0,shipped
ORD-000569,CUST-0483,"Laptop Pro 15""",Audio,9,111.34,1002.06,0.141,860.77,2024-05-13,Asia Pacific,Jack Anderson,0,pending
ORD-000570,CUST-0142,Smart Watch,Audio,6,365.72,2194.32,0.16,1843.23,2024-11-30,North America,Alice Johnson,1,processing
ORD-000571,CUST-0488,Graphics Card,Accessories,10,383.82,3838.2,0.14,3300.85,2024-02-17,Middle East,David Wilson,1,shipped
ORD-000572,CUST-0119,Speaker Bluetooth,Computers,8,1596.55,12772.4,0.077,11788.93,2024-01-13,Latin America,Alice Johnson,0,cancelled
ORD-000573,CUST-0290,SSD 500GB,Electronics,8,812.93,6503.44,0.06,6113.23,2024-12-08,Middle East,Jack Anderson,0,shipped
ORD-000574,CUST-0073,Webcam HD,Gaming,5,1725.74,8628.7,0.183,7049.65,2024-02-19,North America,Carol Davis,0,delivered
ORD-000575,CUST-0057,Hard Drive 1TB,Electronics,10,1082.79,10827.9,0.071,10059.12,2024-04-24,Middle East,Ivy Wang,1,shipped
